Species,MatchGenus,MatchSpecies,Family,Indiv,Pos,SL,CBL_raw,alpha_Pos_raw,d_raw,D_Pos_raw,alpha_Ant_raw,D_Ant_raw,CBL,alphaPos,d,DPos,alphaAnt,DAnt,Pt1x,Pt1y,Pt2x,Pt2y,Pt3x,Pt3y,Pt4x,Pt4y,Pt5x,Pt5y,Pt6x,Pt6y,Pt7x,Pt7y,BodyShape,Habitat_Initial,Habitat_Friedman,Habitat_FishBase,Habitat,Water_Type,Max_BW_mm,BW_slide,Max_BH_mm,BH_slide,dBW,DPosBW,DAntBW,fineness,d_normCBL,Scan Media Number,DOI,ARK,URL,Website,Scan Source,Match species reference,d_ctr,CBL_ctr,alphaAnt_ctr,alphaPos_ctr,DAnt_ctr,DPos_ctr,dBW_ctr,DAntBW_ctr,DPosBW_ctr
Opsanus_pardus,Opsanus,pardus,NA,1,0.5,1015,31.22,1.04,3.88,15.28,1.29,18.7,0.0308,59.65,0.0038,0.0151,74.1965,0.0184,583.223,-103.756,585.442,-118.873,558.121,-106.253,560.201,-124.836,571.493,-114.717,571.493,-116.749,571.37,-112.87,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0.017211794,0.067761479,0.082929214,4.501467966,0.124329468,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,0.0021999999999999997,0.0038000000000000013,-0.8246000000000038,-5.075499999999998,0.002599999999999998,-7.00000000000001e-4,0.005519871999999999,-0.034762156,-0.050210741
Opsanus_pardus,Opsanus,pardus,NA,1,0.6,1015,28.2,1.22,1.67,15.49,1.4,18.05,0.0278,69.6242,0.0016,0.0153,80.0789,0.0178,677.082,-100.395,675.879,-115.837,654.62,-99.3919,654.62,-117.442,665.359,-108.245,665.417,-109.02,665.302,-107.354,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0.007406198,0.068691907,0.080051179,4.501467966,0.059222257,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-1.9999999999999987e-4,1.999999999999988e-4,7.676349999999999,2.9460499999999996,0.0016000000000000007,-6.499999999999995e-4,-0.0048700405,-0.0341393775,-0.049896487
Opsanus_pardus,Opsanus,pardus,NA,1,0.7,1015,29.27,1.2,1.45,15.54,1.31,16.85,0.0288,68.586,0.0014,0.0153,74.827,0.0166,767.672,-113.306,763.944,-128.394,746.627,-109.281,740.891,-125.125,754.564,-119.106,754.672,-119.937,754.861,-118.497,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0.006441091,0.06892675,0.074730321,4.501467966,0.049613921,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-2.5e-4,0.0010500000000000023,2.595649999999992,3.5640499999999946,3.0000000000000165e-4,-5.500000000000036e-4,-0.0057957125,-0.0386799275,-0.04687408450000001
Opsanus_pardus,Opsanus,pardus,NA,1,0.8,1015,24.64,1.33,0.65,13.93,1.24,15.18,0.0243,76.1214,6e-4,0.0137,71.0247,0.015,875.926,-138.158,872.629,-151.691,856.554,-133.83,853.668,-148.737,865.488,-143.621,865.457,-143.962,865.488,-143.311,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0.00289042,0.061773577,0.06733928,4.501467966,0.026445946,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-8e-4,-0.0023500000000000014,0.24399999999999977,8.582099999999997,-8.000000000000021e-4,-0.0013999999999999985,-0.0087267625,-0.0427314625,-0.048945957000000005
Opsanus_pardus,Opsanus,pardus,NA,1,0.9,1015,23.7,1.3,0,12.95,1.25,14.45,0.0233,74.7472,0,0.0128,71.7868,0.0142,960.626,-147.409,960.91,-160.356,942.725,-147.619,941.989,-162.049,952.296,-154.172,952.296,-154.172,952.296,-154.172,Tadpole shaped,Reef associated,benthic,reef associated,benthic,marine,225.482,429,236.709,509,0,0.05743303,0.064079428,4.501467966,0,M15403-28242,NA,ark:/87602/m4/M28242,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15403,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-0.0012,-0.0015499999999999993,3.724500000000006,5.193550000000002,-7.499999999999989e-4,-0.0020499999999999997,-0.0082284315,-0.038974988,-0.04838467899999999
Nealotus_tripes,Nealotus,tripes,NA,1,0.2,1810,32.39,1.11,3.21,15.61,1.09,16.55,0.0179,63.4679,0.0018,0.0086,62.4637,0.0091,433.711,-91.0405,436.524,-106.392,408.197,-101.494,414.221,-116.909,423.714,-103.749,424.268,-105.167,423.141,-102.158,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.033001729,0.160298867,0.169985886,18.59031968,0.099204761,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,3.9999999999999996e-4,-9.000000000000015e-4,-17.9388,-6.5837999999999965,-0.002,-0.0020999999999999994,0.012448266,0.026947940000000004,0.02159971400000002
Nealotus_tripes,Nealotus,tripes,NA,1,0.3,1810,45.91,0.79,3.76,17.49,0.85,18.81,0.0254,45.2031,0.0021,0.0097,48.9563,0.0104,635.461,-126.638,626.99,-141.941,601.278,-105.254,589.99,-120.305,613.287,-123.379,612.196,-124.834,614.469,-121.834,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.038658056,0.179649563,0.193232507,18.59031968,0.081983301,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,6.5e-4,0.001349999999999997,-33.25565,-27.69885,-0.00435,-0.00575,0.026937527000000003,0.0659181865,0.05058814050000002
Nealotus_tripes,Nealotus,tripes,NA,1,0.4,1810,46.95,0.8,3.6,18.9,0.86,19.17,0.0259,45.8807,0.002,0.0104,49.2264,0.0106,804.445,-171.339,805.31,-190.221,761.494,-171.772,761.782,-190.941,782.559,-181.004,782.571,-182.956,782.571,-179.354,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.036995763,0.194138429,0.196905003,18.59031968,0.076718741,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,5e-4,-8.000000000000021e-4,-28.835400000000007,-22.61235,-0.004999999999999999,-0.005299999999999999,0.0263281465,0.0768772225,0.069328266
Nealotus_tripes,Nealotus,tripes,NA,1,0.5,1810,46.32,0.8,3.28,18.59,0.84,19.48,0.0256,45.7749,0.0018,0.0103,48.3634,0.0108,992.967,-195.37,988.333,-213.373,951.971,-180.754,946.839,-199.546,969.899,-197.168,969.536,-198.656,970.454,-195.504,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.03371894,0.190934241,0.200078689,18.59031968,0.070880791,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,1.9999999999999987e-4,-0.0013999999999999985,-26.657700000000006,-18.950599999999994,-0.005000000000000001,-0.005500000000000001,0.022027018000000002,0.082387319,0.072962021
Nealotus_tripes,Nealotus,tripes,NA,1,0.6,1810,47.02,0.88,3.16,20.66,0.88,20.4,0.026,50.161,0.0017,0.0114,50.4099,0.0113,1169.33,-259.833,1164.24,-279.861,1129.45,-244.727,1122.49,-263.906,1146.07,-262.404,1145.62,-263.98,1146.39,-260.917,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.032438584,0.212244727,0.209555364,18.59031968,0.067173964,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,-1.0000000000000005e-4,-0.0016000000000000007,-21.992650000000005,-16.51715,-0.0049,-0.0045499999999999985,0.020162345499999998,0.0953648075,0.093656333
Nealotus_tripes,Nealotus,tripes,NA,1,0.7,1810,46.44,0.9,2.69,20.39,0.9,20.37,0.0257,51.7429,0.0015,0.0113,51.6762,0.0113,1347.31,-281.889,1346.43,-302.257,1304.93,-280.244,1304.81,-300.612,1325.86,-291.508,1325.9,-292.834,1325.88,-290.141,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.027660283,0.209392747,0.209201217,18.59031968,0.057988693,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,-1.4999999999999996e-4,-0.0020499999999999963,-20.555150000000005,-13.279050000000005,-0.004999999999999999,-0.004550000000000004,0.0154234795,0.09579096849999999,0.09359191249999999
Nealotus_tripes,Nealotus,tripes,NA,1,0.8,1810,45.89,0.92,2.91,19.61,0.85,19.33,0.0254,52.8184,0.0016,0.0108,48.9527,0.0107,1522.98,-280.01,1524.1,-299.589,1482.57,-282.879,1482.82,-302.208,1503.82,-290.789,1503.88,-292.217,1503.76,-289.305,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.02993423,0.201422603,0.198542731,18.59031968,0.063514702,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,2.000000000000001e-4,-0.0012500000000000011,-21.827999999999996,-14.7209,-0.005100000000000002,-0.004299999999999998,0.0183170475,0.0884719885,0.090703069
Nealotus_tripes,Nealotus,tripes,NA,1,0.9,1810,42.02,1.15,4.8,18.77,0.56,13.26,0.0232,66.1721,0.0027,0.0104,32.2743,0.0073,1698.88,-262.079,1699.98,-280.821,1662.36,-271.037,1663.19,-284.266,1685.35,-274.237,1685.87,-276.639,1684.77,-271.965,Fusiform,Pelagic,pelagic,pelagic,pelagic,marine,97.3625,672,213.684,1242,0.049317706,0.192828375,0.136140834,18.59031968,0.114260055,M42294-76201,NA,ark:/87602/m4/M76201,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/42294,Morphosource,"University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA",NA,0.0015000000000000002,-0.0016500000000000022,-35.788,-3.3815500000000043,-0.00765,-0.004450000000000001,0.0410892745,0.03308641799999999,0.087010666
Nectamia_fusca,Nectamia,fusca,NA,1,0.4,617,16.79,0.82,5.54,6.22,1.36,11.14,0.0272,46.9634,0.009,0.0101,78.0513,0.0181,301.365,-61.1997,301.252,-67.4232,288.07,-58.0342,286.533,-69.068,294.159,-63.9138,294.081,-66.6026,294.275,-61.0693,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,124.373,354,267.522,404,0.044516895,0.050047243,0.08957199,4.960883793,0.329765104,M38983-70655,NA,ark:/87602/m4/M70655,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983,Morphosource,"Yale Peabody Museum, New Haven, CT, USA",NA,0.0075,4.99999999999997e-4,-0.010500000000007503,-21.529649999999997,0.0025000000000000022,-0.005599999999999999,0.033849278499999996,-0.030455790499999996,-0.07476292000000001
Nectamia_fusca,Nectamia,fusca,NA,1,0.5,617,17.29,1.36,0.21,13.26,0.76,5.11,0.028,77.6795,3e-4,0.0215,43.3265,0.0083,363.041,-66.7095,361.363,-79.8652,347.737,-69.2601,347.536,-74.3613,353.996,-72.6083,353.981,-72.7126,353.996,-72.504,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,124.373,354,267.522,404,0.001681544,0.106633129,0.04104716,4.960883793,0.012095707,M38983-70655,NA,ark:/87602/m4/M70655,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983,Morphosource,"Yale Peabody Museum, New Haven, CT, USA",NA,-0.0013000000000000002,0.0010000000000000009,-31.6946,12.954000000000008,-0.0075000000000000015,0.005699999999999997,-0.010010378,-0.07664421,-0.01133909100000001
Nectamia_fusca,Nectamia,fusca,NA,1,0.6,617,21.76,0.94,0.13,10,0.98,10.33,0.0353,54.0066,2e-4,0.0162,55.913,0.0167,432.843,-70.8685,432.646,-80.8704,413.362,-69.8226,413.166,-80.1513,422.994,-74.9091,422.999,-74.9287,422.999,-74.8023,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,124.373,354,267.522,404,0.001016298,0.080434177,0.083061111000000007,4.960883793,0.0058097,M38983-70655,NA,ark:/87602/m4/M70655,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983,Morphosource,"Yale Peabody Museum, New Haven, CT, USA",NA,-0.0015999999999999999,0.0076999999999999985,-16.48955000000001,-12.671550000000003,5.000000000000004e-4,2.500000000000002e-4,-0.0112599405,-0.03112944549999999,-0.038154217000000004
Nectamia_fusca,Nectamia,fusca,NA,1,0.7,617,21.55,1.07,0.31,10.26,1.19,12.8,0.0349,61.1449,5e-4,0.0166,68.0905,0.0207,481.473,-68.3482,482.032,-78.5928,463.343,-68.0378,463.902,-80.8279,473.089,-74.0578,473.12,-74.1984,473.104,-73.8859,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,124.373,354,267.522,404,0.002515894,0.0824925,0.1029348,4.960883793,0.014518897,M38983-70655,NA,ark:/87602/m4/M70655,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983,Morphosource,"Yale Peabody Museum, New Haven, CT, USA",NA,-0.00115,0.007150000000000004,-4.14085,-3.877050000000004,0.004400000000000001,7.499999999999972e-4,-0.009720909500000001,-0.010475448499999998,-0.03330833450000001
Nectamia_fusca,Nectamia,fusca,NA,1,0.8,617,22.42,1.24,0.26,12.12,1.13,12.59,0.0363,70.8829,4e-4,0.0196,64.9124,0.0204,554.489,-66.58,553.719,-78.6738,535.914,-65.9808,535.54,-78.5634,545.605,-72.8469,545.611,-72.9661,545.584,-72.7079,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,124.373,354,267.522,404,0.002087333,0.097435036,0.101212941,4.960883793,0.011579182,M38983-70655,NA,ark:/87602/m4/M70655,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983,Morphosource,"Yale Peabody Museum, New Haven, CT, USA",NA,-0.001,0.009649999999999999,-5.868299999999991,3.3436000000000092,0.0046,0.0045000000000000005,-0.0095298495,-0.008857801499999998,-0.013284498000000006
Nectamia_fusca,Nectamia,fusca,NA,1,0.9,617,22.77,1.19,0.55,12.01,1.15,12.84,0.0369,68.416,9e-4,0.0195,65.9656,0.0208,613.968,-70.3592,612.496,-82.2758,595.321,-68.2562,593.849,-81.0141,604.439,-75.5129,604.397,-75.6829,604.397,-75.1303,Deep bodied,Reef associated,demersal,reef associated,demersal,marine,124.373,354,267.522,404,0.004443087,0.096541615,0.103258252,4.960883793,0.024272798,M38983-70655,NA,ark:/87602/m4/M70655,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/38983,Morphosource,"Yale Peabody Museum, New Haven, CT, USA",NA,-2.999999999999999e-4,0.012050000000000002,-2.0966999999999985,-1.1376500000000078,0.005849999999999999,0.00465,-0.0037853444999999993,2.038359999999989e-4,-0.009276093999999999
Fundulus_heteroclitus,Fundulus,heteroclitus,NA,1,0.3,1399,34.46,1.42,0,24.45,1.54,21.61,0.0246,81.1897,0,0.0175,88.2943,0.0154,506.159,-14.5312,500.675,-38.3622,481.194,-10.3702,476.087,-31.3642,489.516,-23.2314,489.516,-23.2314,489.516,-23.2314,Fusiform,Pelagic,benthopelagic,benthopelagic,demersal,marine,262.459,594,400.498,744,0,0.093172079,0.082322333,5.33035636,0,M26502-51275,NA,ark:/87602/m4/M51275,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-0.00145,5.499999999999984e-4,6.082350000000005,8.287750000000003,6.500000000000013e-4,0.0020500000000000015,-0.011720529,-0.0449919875,-0.03588934349999999
Fundulus_heteroclitus,Fundulus,heteroclitus,NA,1,0.4,1399,34.49,1.28,1.82,21.28,1.27,19.66,0.0247,73.1305,0.0013,0.0152,72.8315,0.0141,658.991,-39.2674,657.142,-60.4634,630.967,-38.2716,629.971,-57.9028,643.783,-48.5652,643.783,-49.4986,643.835,-47.6836,Fusiform,Pelagic,benthopelagic,benthopelagic,demersal,marine,262.459,594,400.498,744,0.006918203,0.081065974,0.074893412,5.33035636,0.052648232,M26502-51275,NA,ark:/87602/m4/M51275,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-2.000000000000001e-4,-0.0020000000000000018,-5.2303,4.637450000000001,-0.0014999999999999996,-4.999999999999987e-4,-0.0037494135000000007,-0.045134368499999994,-0.043744189
Fundulus_heteroclitus,Fundulus,heteroclitus,NA,1,0.5,1399,38.55,1.05,2.51,21.25,1.23,20.48,0.0276,60.4157,0.0018,0.0152,70.5778,0.0146,799.422,-47.4341,798.885,-68.6807,767.149,-46.0894,765.939,-66.5291,780.903,-57.992,780.903,-59.2844,780.963,-56.7781,Fusiform,Pelagic,benthopelagic,benthopelagic,demersal,marine,262.459,594,400.498,744,0.009552037,0.080977925,0.078014028,5.33035636,0.06504104,M26502-51275,NA,ark:/87602/m4/M51275,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,1.9999999999999987e-4,5.999999999999998e-4,-4.443300000000008,-4.309799999999996,-0.0012000000000000014,-6.000000000000016e-4,-0.002139885000000001,-0.039677342000000004,-0.036994294999999996
Fundulus_heteroclitus,Fundulus,heteroclitus,NA,1,0.6,1399,36.1,1.15,1.31,19.44,1.23,21.16,0.0258,65.9772,9e-4,0.0139,70.3056,0.0151,937.635,-46.4276,939.057,-65.8159,907.792,-47.4427,909.111,-68.5566,923.465,-57.7547,923.508,-58.3395,923.508,-57.0287,Fusiform,Pelagic,benthopelagic,benthopelagic,demersal,marine,262.459,594,400.498,744,0.004994304,0.074070148,0.080603292000000007,5.33035636,0.036308839,M26502-51275,NA,ark:/87602/m4/M51275,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-9e-4,-0.0017999999999999995,-2.0969500000000068,-0.700950000000006,-0.0010999999999999985,-0.0020499999999999997,-0.0072819345,-0.03358726449999999,-0.044518246
Fundulus_heteroclitus,Fundulus,heteroclitus,NA,1,0.7,1399,34.29,1.22,1.22,20.24,1.21,20,0.0245,69.8086,9e-4,0.0145,69.4127,0.0143,1067.55,-32.7379,1071.11,-52.6575,1039.17,-35.7425,1041.95,-55.5508,1054.91,-44.0547,1054.99,-44.6394,1054.83,-43.4283,Fusiform,Pelagic,benthopelagic,benthopelagic,demersal,marine,262.459,594,400.498,744,0.00465453,0.077098588,0.076211631,5.33035636,0.035626461,M26502-51275,NA,ark:/87602/m4/M51275,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-7.5e-4,-0.003249999999999996,-2.818650000000005,4.7866499999999945,-0.0019999999999999983,-0.0013500000000000022,-0.007582273500000001,-0.0371986175,-0.03870224650000001
Fundulus_heteroclitus,Fundulus,heteroclitus,NA,1,0.8,1399,34.71,1.28,0.71,20.35,1.25,20.96,0.0248,73.2634,5e-4,0.0145,71.7341,0.015,1193.19,-11.6225,1196.94,-31.6192,1165.55,-15.8679,1169.02,-36.5346,1181.51,-23.4383,1181.54,-23.8039,1181.48,-23.1009,Fusiform,Pelagic,benthopelagic,benthopelagic,demersal,marine,262.459,594,400.498,744,0.002688252,0.077517945,0.079844802,5.33035636,0.020327015,M26502-51275,NA,ark:/87602/m4/M51275,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-9e-4,-0.001850000000000001,0.953400000000002,5.724100000000007,-8.000000000000021e-4,-5.999999999999981e-4,-0.0089289305,-0.030225940499999993,-0.033201589000000004
Fundulus_heteroclitus,Fundulus,heteroclitus,NA,1,0.9,1399,33.44,1.3,0,19.61,1.22,20.1,0.0239,74.3999,0,0.014,69.9501,0.0144,1347.53,21.1362,1352.05,2.05584,1320.78,15.4911,1325.52,-4.04084,1337.15,8.94284,1337.15,8.94284,1337.15,8.94284,Fusiform,Pelagic,benthopelagic,benthopelagic,demersal,marine,262.459,594,400.498,744,0,0.074710451,0.076579057,5.33035636,0,M26502-51275,NA,ark:/87602/m4/M51275,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/26502,Morphosource,"University of Florida, Florida Museum of Natural History, Gainesville, Florida, United States",NA,-0.0012,-9.499999999999995e-4,1.8878000000000128,4.846249999999998,-5.500000000000001e-4,-8.500000000000001e-4,-0.0082284315,-0.02647535899999999,-0.031107258
Menidia_beryllina,Menidia,beryllina,NA,1,0.3,889,21.46,1.04,0,10.51,1.05,10.81,0.0241,59.4641,0,0.0118,60.4398,0.0122,854.408,23.4709,854.786,12.9668,872.672,24.3226,873.429,13.5346,863.776,18.834,863.776,18.834,863.776,18.834,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0,0.086402788,0.088898701,7.30785039,0,M17141-31920,NA,ark:/87602/m4/M31920,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,-0.00145,4.999999999999796e-5,-21.772150000000003,-13.437849999999997,-0.0025499999999999984,-0.0036500000000000005,-0.011720529,-0.0384156195,-0.0426586345
Menidia_beryllina,Menidia,beryllina,NA,1,0.4,889,23.2,0.92,0.8,10.42,1.16,12.84,0.0261,52.718,9e-4,0.0117,66.3435,0.0144,767.392,17.4646,767.692,7.04905,787.422,20.0685,788.223,7.24935,778.014,13.099,778.078,12.7781,778.014,13.5802,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.006614462,0.085654497,0.105582825,7.30785039,0.034681807,M17141-31920,NA,ark:/87602/m4/M31920,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,-6.000000000000001e-4,-5.999999999999998e-4,-11.7183,-15.775049999999993,-0.0011999999999999997,-0.003999999999999998,-0.004053154500000001,-0.014444955499999995,-0.039155666000000006
Menidia_beryllina,Menidia,beryllina,NA,1,0.5,889,21.98,1.02,0.68,11.01,1.06,11.06,0.0247,58.2992,8e-4,0.0124,60.9321,0.0124,682.092,10.8928,682.47,-0.110085,701.017,12.4647,701.938,1.44422,692.135,5.93127,692.192,5.5628,692.135,6.24305,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.005611458,0.09050042,0.090907503,7.30785039,0.031056438,M17141-31920,NA,ark:/87602/m4/M31920,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,-8e-4,-0.0023,-14.089000000000006,-6.426299999999998,-0.003400000000000002,-0.003400000000000002,-0.006080464000000001,-0.026783867000000003,-0.027471800000000005
Menidia_beryllina,Menidia,beryllina,NA,1,0.6,889,22.69,1.08,0.51,12.52,1.16,11.62,0.0255,61.9768,6e-4,0.0141,66.5235,0.0131,598.903,5.66572,599.408,-6.84254,617.826,6.57748,618.937,-4.9915,609.542,0.225926,609.568,0.0141365,609.515,0.517136,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.004157699,0.102905467,0.095538049,7.30785039,0.02228886,M17141-31920,NA,ark:/87602/m4/M31920,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,-0.0012000000000000001,-0.002100000000000001,-5.8790500000000065,-4.701350000000005,-0.0030999999999999986,-0.0018499999999999992,-0.0081185395,-0.0186525075,-0.015682927
Menidia_beryllina,Menidia,beryllina,NA,1,0.7,889,21.85,1.12,0.23,11.32,1.1,11.41,0.0246,64.1924,3e-4,0.0127,63.165,0.0128,500.346,-2.86976,501.299,-14.1489,518.536,-1.75774,519.648,-13.1163,509.832,-8.04391,509.813,-8.13843,509.813,-7.91159,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.001864694,0.093048327,0.093817201,7.30785039,0.010380212,M17141-31920,NA,ark:/87602/m4/M31920,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,-0.00135,-0.0031499999999999966,-9.066350000000007,-0.8295499999999976,-0.003499999999999998,-0.0031500000000000035,-0.0103721095,-0.019593047500000002,-0.022752507500000005
Menidia_beryllina,Menidia,beryllina,NA,1,0.8,889,20.76,1.17,0.18,10.56,1.08,12.13,0.0234,67.3208,2e-4,0.0119,61.6318,0.0136,406.888,-14.2969,407.551,-24.8319,424.569,-11.0553,425.674,-23.1375,415.018,-18.2464,415.094,-18.3224,415.043,-18.1452,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0.001515768,0.086772229,0.099733865,7.30785039,0.008881185,M17141-31920,NA,ark:/87602/m4/M31920,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,-0.0012,-0.0032499999999999994,-9.148899999999998,-0.2184999999999917,-0.0022000000000000023,-0.003199999999999998,-0.0101014145,-0.010336877499999994,-0.023947305000000002
Menidia_beryllina,Menidia,beryllina,NA,1,0.9,889,18.39,1.15,0,9.65,1.11,10.09,0.0207,66.0366,0,0.0109,63.5922,0.0114,318.871,-24.2617,320.357,-33.7994,334.898,-22.4636,335.289,-32.5486,327.002,-28.327,327.002,-28.327,327.002,-28.327,Fusiform,Pelagic,pelagic,pelagic,demersal,freshwater,121.65,760,166.155,640,0,0.079348683,0.082964051,7.30785039,0,M17141-31920,NA,ark:/87602/m4/M31920,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17141,Morphosource,"Auburn University Museum of Natural History, Auburn, Alabama, USA",NA,-0.0012,-0.004150000000000001,-4.470099999999995,-3.5170499999999976,-0.0035499999999999993,-0.00395,-0.0082284315,-0.020090365,-0.026469025999999993
